provider,card_number,is_stolen
mastercard,5397752338987734,0
mastercard,5181517521806300,0
visa16,4114691321372279,1
amex,372677694837845,0
mastercard,5373013622707504,0
mastercard,5299761930923319,0
mastercard,5178969665392529,0
amex,371533801677015,0
amex,345487055257763,1
mastercard,5191434125578475,0
visa16,4988733294187731,0
mastercard,5212729063124660,0
visa16,4999129846439703,0
visa13,4256309186819,0
mastercard,5307792868160889,1
mastercard,5254327697509494,0
visa16,4996888843737228,0
visa16,4580789116574037,1
mastercard,5270074025168805,0
visa16,4479379643178793,0
visa16,4910319043603435,0
mastercard,5184864038373631,0
amex,340714678399044,0
mastercard,5285587842388929,0
mastercard,5164840244065413,1
mastercard,5214597282235064,0
visa16,4836791652427093,0
mastercard,5352695629557646,0
visa16,4579263871234131,1
mastercard,5294438395544238,0
visa13,4737098880886,0
visa16,4797408235724667,0
visa16,4108692590201049,0
mastercard,5191628037225840,0
visa16,4029337467252321,1
mastercard,5179186793798688,0
visa16,4777974813835997,0
mastercard,5137477112371989,0
mastercard,5104358273711289,1
visa16,4921251469221698,0
mastercard,5164230128842352,0
visa16,4927425345650254,0
mastercard,5295441741573991,0
mastercard,5276171089332436,0
visa16,4008510100772260,0
visa16,4084030306266766,1
visa16,4071816504728457,0
amex,341112867335193,0
mastercard,5260287925433382,1
visa16,4397225334739832,0
mastercard,5344458499082729,0
amex,348770225560118,0
visa13,4244097423503,0
visa16,4451076018832978,0
amex,376273798503339,1
amex,371619329925752,0
mastercard,5306240648995290,0
visa16,4151202633241105,1
visa16,4298549499634755,0
mastercard,5164931315673100,0
visa16,4113638876932990,0
visa16,4536688391715023,0
mastercard,5336531418788376,0
visa16,4558302637780352,0
visa16,4050664195636984,1
visa13,4576843694097,0
mastercard,5170561920970799,0
mastercard,5350048048098978,0
visa16,4953024763794202,0
visa16,4934621660125911,0
mastercard,5357224294725084,1
amex,378160143450704,0
amex,370774735198774,1
visa13,4149254274682,0
mastercard,5294707598906596,0
visa16,4771130681020610,0
amex,347881627710325,0
mastercard,5372289246899098,1
mastercard,5138402663067702,0
mastercard,5249987224181246,0
amex,376247792361126,0
visa16,4273381994900104,0
visa16,4172554892544180,1
visa16,4268935397139136,0
amex,376209954843929,0
mastercard,5346008986659089,0
visa16,4531731274313063,0
mastercard,5105057813257071,0
visa16,4415731021957163,0
visa16,4675506405473846,0
mastercard,5347455547004876,0
amex,348798950212944,1
amex,344794150830340,0
visa13,4275141146872,0
visa16,4921125688907586,0
visa16,4438790145101580,1
visa16,4529198142284856,0
visa13,4621503077280,0
mastercard,5318292844371087,0
visa13,4486033448322,0
visa16,4715602807247011,1
amex,349821056736472,0
amex,349522308583973,0
visa16,4483908910544867,0
mastercard,5332834425251030,0
mastercard,5210519638409635,0
visa16,4202582843772471,1
mastercard,5238121866375980,0
visa16,4763446529900932,1
mastercard,5298318284670698,0
visa16,4435197185577112,0
visa13,4857272148767,0
visa16,4482178104281301,0
visa16,4005183739745512,0
mastercard,5145983164368633,0
mastercard,5160856872296686,1
mastercard,5396462523868068,0
visa16,4509852650749429,1
visa16,4247897372024368,0
mastercard,5310192526647986,0
amex,340299071822958,0
visa16,4201388842787903,0
amex,344211366520045,0
amex,340828550942133,0
visa16,4945665272436833,0
amex,374765913314387,0
mastercard,5150354559815749,1
visa16,4666238459635168,0
visa16,4623668237488005,1
visa13,4590200518948,0
mastercard,5312554821951769,0
amex,343524396659109,0
mastercard,5339166731139762,0
visa16,4584816002079031,0
mastercard,5193159322213802,0
mastercard,5152992157173918,0
visa13,4089548917136,1
amex,349919566983426,0
visa16,4918032213197250,0
amex,342585621042594,0
visa16,4816790702754559,0
mastercard,5303343388935139,1
visa16,4320478646633761,0
visa16,4942587615713103,1
mastercard,5349008754232371,0
mastercard,5204418446397967,0
visa16,4961677585195351,0
visa13,4838567108492,0
amex,378681154106380,0
visa16,4740694985134086,0
visa16,4896524591130354,0
mastercard,5345035514188936,1
amex,346696791559428,0
mastercard,5248023257897606,0
visa16,4006816055853365,0
visa16,4825420662490361,1
visa13,4232962719444,0
visa13,4007875051444,0
amex,348072263824344,0
amex,371835127668515,0
mastercard,5154415763741744,0
mastercard,5178066445299015,1
visa16,4755376277791706,0
visa16,4489337558366215,0
visa16,4410219712665209,1
mastercard,5377719485327695,0
amex,346461125464062,0
amex,378248665140058,0
visa16,4017968137230976,0
visa16,4142482403103139,1
visa16,4484407098570561,0
amex,374388745010162,0
amex,379120727717836,0
visa16,4919787312790987,0
visa16,4509986689827911,0
amex,378758236320708,0
mastercard,5378661546524952,1
visa16,4184056515926717,0
amex,348356893455094,0
visa16,4475414622856525,1
mastercard,5320202615046921,0
visa13,4935934607733,0
mastercard,5143514431081766,1
amex,345432401111348,0
visa16,4248824139595489,0
visa13,4079026926063,0
visa16,4564421910011756,0
mastercard,5235325907270521,0
visa16,4356556853412008,0
mastercard,5157156686734765,1
amex,349645362259733,0
visa13,4355229961333,0
mastercard,5319127913357659,0
visa16,4810628255424202,0
mastercard,5396642558751699,1
visa16,4607870005619015,0
mastercard,5220416240860255,0
amex,371331572690352,0
mastercard,5302535062774574,0
mastercard,5194383663874647,0
visa13,4520145562503,0
visa16,4794405633141976,1
mastercard,5261107985195284,0
mastercard,5224359606522349,0
visa16,4657436243585423,0
mastercard,5257603562828384,0
mastercard,5180114644792848,1
mastercard,5232881687392086,1
mastercard,5119477396664804,0
mastercard,5258893334190036,0
visa16,4427165999113846,0
visa16,4541353873096649,0
amex,340457497427436,1
mastercard,5355747094091077,0
mastercard,5189400993914609,0
amex,374458675542359,0
visa16,4568735709232026,0
mastercard,5180115488397867,0
mastercard,5281464909897263,0
mastercard,5226947668989899,0
mastercard,5137821555937352,0
visa13,4683116083592,1
visa16,4132291356475440,0
amex,342121640835238,0
amex,349233224166881,1
amex,371104028328731,0
mastercard,5108303848144943,0
visa13,4061540855234,0
visa16,4006166724742932,0
visa16,4993058700386187,0
visa16,4785503267939367,0
visa16,4649641964671259,1
visa16,4608474227514739,0
mastercard,5150700785422652,0
visa16,4482829918757429,1
mastercard,5147855125033951,0
mastercard,5176058654766612,0
visa16,4358436282685755,1
visa13,4412626781937,0
amex,376189093203138,0
visa16,4664095745388487,0
visa13,4290114278610,0
visa16,4801261740726063,0
visa13,4870900617046,0
amex,372152178822895,1
mastercard,5382825692567040,0
visa16,4843347489368694,0
visa16,4969873173229585,1
mastercard,5205917583515199,0
mastercard,5101067315376018,0
visa16,4042982486570683,0
visa16,4026698173608012,0
visa16,4978992347701151,0
amex,343063060725342,0
mastercard,5193611129603775,0
visa16,4221448795257753,0
visa16,4153136597437895,1
amex,340671143816376,0
mastercard,5389179524586734,0
visa13,4784434797747,1
visa16,4513973767949282,0
visa16,4403155206615897,0
amex,345849139464931,1
amex,371265257169938,0
mastercard,5312326009772857,0
mastercard,5146679599377533,0
visa16,4360188500851349,0
amex,346866353918235,1
mastercard,5384316499726607,0
amex,343838167885358,0
visa16,4150315110681105,0
amex,373361652297529,0
visa16,4742271523469833,0
visa13,4278059527026,1
visa16,4655272202959792,0
visa13,4249620628684,0
visa16,4941989721114583,0
amex,375729748826139,1
mastercard,5163229283091285,0
visa16,4211604763730310,0
amex,378409906019804,0
amex,371233081102939,0
amex,373503323861155,0
visa13,4589885747384,0
visa13,4448304142950,0
amex,379117537160033,1
visa16,4129890528633896,0
visa16,4947281124465315,0
visa13,4491817245621,0
amex,348968119531993,0
visa16,4505849567573672,1
visa13,4162051938649,0
visa16,4251341705162234,1
visa13,4897242053184,0
visa16,4139515764463926,0
visa16,4064745683254515,0
visa13,4703919893193,0
mastercard,5385427685073404,0
visa16,4576725151483912,0
mastercard,5173941227923450,0
visa16,4314673229872921,0
amex,348859218906741,1
amex,346662502432834,1
amex,348069033514262,0
amex,345696834136284,0
amex,374889166587802,0
visa13,4686935855595,0
mastercard,5216235159276782,0
visa16,4651053905512219,0
mastercard,5105185784195291,0
amex,372036308732670,1
mastercard,5157710794593594,0
amex,379523598563231,0
mastercard,5239735646385487,0
visa16,4807412696922172,0
visa16,4319307584299181,1
amex,345321938488941,0
amex,371173313989101,0
visa16,4253886091289924,0
mastercard,5358495027827178,0
mastercard,5324115673086553,1
mastercard,5245568986236867,0
visa16,4564453016586902,0
visa16,4486917467753133,1
mastercard,5171643269249396,0
mastercard,5102142843947769,0
mastercard,5350684161389487,0
visa13,4098572051522,0
mastercard,5154900921925370,0
mastercard,5173603474781110,0
visa13,4645523245551,0
amex,345407406057878,1
visa16,4596094831071001,0
mastercard,5261161896552398,1
amex,348981557214337,0
mastercard,5128925918020029,0
visa13,4649242684678,0
visa13,4649912942356,0
visa16,4926301082296778,0
visa16,4243104050957496,0
visa13,4312875604899,1
visa16,4173204618004775,0
amex,347319034941811,1
visa13,4538156671880,0
visa16,4360214657164524,0
amex,372197292949744,0
mastercard,5146360354564017,0
amex,379483757250023,0
visa16,4006582952638057,1
amex,344261652614226,0
visa16,4337075692862418,0
mastercard,5113521138911308,0
amex,340369488292499,0
amex,347001350515615,0
visa16,4881042646372167,0
visa16,4778054759689309,0
visa13,4879011032557,1
visa16,4442181969911243,1
mastercard,5120929145983767,0
mastercard,5226518851102275,0
mastercard,5206487400441747,0
visa16,4881678488149989,0
visa16,4885170143807132,0
visa16,4900814613202636,0
visa16,4495459969022328,0
mastercard,5250214253048535,0
amex,347624932462178,1
visa13,4662707415041,0
mastercard,5329839155996253,0
amex,347256344610928,0
mastercard,5104118907580355,1
amex,373631411112072,0
visa16,4076909024162342,1
visa16,4565574115069562,0
visa16,4332047262660824,0
amex,372815058472730,0
visa16,4421606101110028,0
visa16,4552753552935056,0
visa16,4265202163970134,0
visa16,4203196963165306,0
amex,349520275830104,0
amex,371062774956073,1
visa16,4865684988971567,1
visa13,4041066084468,0
mastercard,5394005272259104,0
visa16,4802037708717537,0
mastercard,5380747478662252,0
mastercard,5187933537680783,0
visa16,4038029968270071,0
mastercard,5339059925678473,0
amex,340154344084805,0
visa16,4525363823381157,1
visa16,4271520274844985,0
visa16,4717506618756946,0
visa16,4221098648547072,0
mastercard,5198683425839309,1
mastercard,5268592473880344,0
visa16,4781685512646634,0
visa16,4481412358451026,0
mastercard,5137250788677942,0
visa16,4227102330505465,0
visa16,4542359407582193,1
visa16,4921631896049293,1
mastercard,5253677448015352,0
mastercard,5175093619507182,0
visa16,4797315277967395,0
mastercard,5111270161238211,0
visa16,4118947016267505,0
visa16,4086690416085642,0
amex,348538182656207,0
mastercard,5232491884153644,1
visa16,4284942630419986,0
mastercard,5389190054068308,0
visa16,4418295176347973,0
visa16,4846479215047578,0
mastercard,5386446663394300,0
visa16,4739763721207374,1
amex,346078333285665,0
visa13,4582014091089,0
visa13,4833537953010,0
amex,376808097605598,1
mastercard,5292011848586296,0
mastercard,5220708178991924,0
amex,345656323667975,1
mastercard,5253092659227136,0
visa16,4961390087385872,0
visa16,4718534159639551,0
visa16,4777999007315043,1
visa16,4983801565188277,0
amex,342302650906396,0
mastercard,5342635440104908,0
mastercard,5126103567119714,0
visa16,4196646167388376,0
mastercard,5325486118623642,0
amex,379593832496787,0
mastercard,5387291410007535,0
amex,346954188197835,1
mastercard,5222797796033753,0
visa13,4881801795013,1
amex,378355927362923,0
mastercard,5399334199961633,0
mastercard,5302668531833547,0
visa16,4247151940387919,0
visa13,4979287388095,0
amex,371205995951528,0
visa13,4866350993341,0
visa13,4837938996403,1
amex,340257795695704,1
mastercard,5183036443320132,0
amex,377359204599901,0
amex,376237510169786,0
visa13,4749925983387,0
visa16,4104592106342580,0
visa16,4210001759839125,0
visa16,4313233607196368,0
visa16,4723868962774178,0
visa16,4075876647171011,1
amex,345695030815642,0
visa13,4316790434563,0
visa13,4814514338243,0
amex,341377132105883,1
mastercard,5241884944919450,0
visa13,4767030537179,0
visa16,4454521061180699,0
visa16,4948476761463586,0
visa16,4305203370530861,0
mastercard,5233148098158525,1
visa13,4300549840171,0
mastercard,5217436954072892,0
amex,373878203808587,0
mastercard,5168329319240230,0
visa13,4234043818757,1
mastercard,5153111441873303,0
visa13,4921660997639,0
visa16,4954833183496001,0
visa16,4552494253266521,0
visa16,4119886969748625,1
visa16,4863611858882972,0
visa16,4016998745047042,0
mastercard,5202337316737650,0
mastercard,5364557794959096,1
amex,348734507019573,0
mastercard,5292657092880908,0
amex,377347233841147,1
mastercard,5273576560081323,0
amex,371214238894701,0
visa16,4988602392875093,0
amex,379590732823094,0
visa16,4692810890745935,1
mastercard,5110429853413828,0
visa16,4937867888144633,0
amex,378162518340247,0
visa16,4524367755885151,1
visa16,4034669646797419,0
visa13,4018775884966,0
mastercard,5301931723351319,0
amex,349235385553831,0
visa16,4769762386804452,0
visa16,4754823541154659,0
mastercard,5203350249674907,0
visa16,4940907356424920,1
amex,378221293717407,0
visa16,4387543264022629,1
mastercard,5118819546522708,0
mastercard,5223646870389178,0
visa16,4128413014741478,0
mastercard,5372494297720702,0
visa16,4324493584973810,0
visa16,4704389467090815,0
visa16,4964622620763620,0
visa13,4989551968514,0
amex,341618152034135,1
mastercard,5114713098490105,0
visa16,4483428196567490,0
mastercard,5237024058213467,0
amex,371511179071623,0
mastercard,5133303497918257,1
mastercard,5218529933613981,0
mastercard,5129661751433602,0
visa16,4316445231195643,0
visa13,4845388188991,0
mastercard,5239457534361476,1
mastercard,5220900653120240,1
visa13,4766496015142,0
mastercard,5257943268350832,0
amex,344919670887252,0
amex,377047429219633,0
visa13,4177000507139,0
mastercard,5391784987447104,1
mastercard,5146204921883924,0
visa16,4855641614206273,0
mastercard,5172328396781078,0
mastercard,5129808592268511,0
visa16,4869850690653100,1
amex,345057003858572,0
visa16,4318579956555249,0
visa13,4657424691056,0
visa16,4674731055174723,1
visa16,4456088507655567,0
visa16,4721545360762110,0
visa16,4964332166468366,0
visa16,4645749123907565,0
visa16,4558963790522756,0
mastercard,5255207263511000,1
mastercard,5150973841360600,0
mastercard,5148159170918912,0
amex,379615060696109,0
visa16,4872793359119846,0
visa16,4361983387284922,0
amex,345641264101820,0
visa13,4452038945357,1
mastercard,5290088530020786,0
mastercard,5126744975999260,1
visa13,4733010584011,0
visa16,4629092555686286,0
mastercard,5392589820496609,0
visa13,4377086439807,0
mastercard,5112183020277685,0
visa13,4068100446080,0
amex,374142312267345,0
visa16,4591980969078419,1
mastercard,5278059252445275,0
visa16,4062875121478020,0
mastercard,5157957141360249,0
visa16,4540695707773244,0
visa16,4422466056150076,1
visa16,4092733561530731,0
visa16,4121238905977783,0
amex,345975478034082,0
mastercard,5180385499682819,0
amex,349627113330468,0
mastercard,5145318284985950,1
visa16,4349063332762863,0
visa16,4390483394477390,0
visa13,4087715556257,0
visa16,4989541869255828,0
mastercard,5309589708761514,1
visa13,4641067593670,0
amex,376418205692783,0
mastercard,5241866834579072,0
visa16,4274770375488219,1
visa16,4354371680060646,0
visa16,4817751347153622,0
mastercard,5371900199711194,1
amex,371852550906338,0
amex,347411759735856,0
amex,378288246250141,0
visa16,4468661572957237,0
visa13,4246238643667,0
mastercard,5334686567400652,0
visa16,4838031492817254,1
visa16,4082820521381388,0
amex,375830963512766,1
mastercard,5321302276531507,0
amex,346733439546267,0
visa16,4308199469215751,0
mastercard,5345741144122993,0
mastercard,5388010390839975,0
amex,376476096411531,0
mastercard,5187197122626185,1
visa16,4594235734990480,0
mastercard,5344659770783071,0
mastercard,5158589645223109,0
visa16,4419889074990667,1
visa13,4319314741497,0
amex,374878031664102,0
visa13,4504718495580,0
visa16,4545651957412210,1
amex,346730385909218,0
visa16,4618036382109460,0
visa13,4989048336549,0
mastercard,5340281518794031,0
visa16,4826019362225744,0
amex,340753570713084,0
visa16,4008609967888324,1
amex,340266487982957,0
visa16,4447075933943446,0
mastercard,5214863455648917,0
visa13,4565046887244,0
mastercard,5275246146767575,1
